ID,半乳糖,甘胺酸(Gly),甲硫胺酸(Met),白胺酸(Leu),次亞麻油酸(18:3),灰分,肉豆蔻烯酸(14:1),肉豆蔻酸(14:0),色胺酸(Trp),辛酸(8:0),乳糖,亞麻油酸(18:2),其他脂肪酸,果糖,油酸(18:1),花生油酸(20:4),花生酸(20:0),芥子酸(22:1),癸酸(10:0),苯丙胺酸(Phe),修正熱量,胱胺酸(Cys),脂肪酸M總量,脂肪酸P總量,脂肪酸S總量,酒精含量,異白胺酸(Ile),粗脂肪,粗蛋白,組胺酸(His),脯胺酸(Pro),麥芽糖,棕櫚烯酸(16:1),棕櫚酸(16:0),硬脂酸(18:0),絲胺酸(Ser),菸鹼素,視網醇,視網醇當量(RE),酥胺酸(Thr),鈣,鈉,葉酸,葡萄糖,酪胺酸(Tyr),酪酸(4:0),鉀,飽和脂肪,精胺酸(Arg),維生素A總量(IU),維生素B1,維生素B12,維生素B2,維生素B6,維生素C,維生素D2,維生素D3,維生素D總量(IU),維生素D總量(ug),維生素E總量,維生素K1,維生素K2(MK-4),維生素K2(MK-7),銅,熱量,蔗糖,鋅,麩胺酸(Glu),糖質總量,膳食纖維,錳,磷,總碳水化合物,膽固醇,鎂,離胺酸(Lys),鐵,纈胺酸(Val),鱈烯酸(20:1),P/M/S,α-生育酚,α-胡蘿蔔素,α-維生素E當量(α-TE),β-生育酚,β-胡蘿蔔素,γ-生育酚,δ-生育酚,十七酸(17:0),十九酸(19:0),十八碳四烯酸(18:4),十三酸(13:0),十五酸(15:0),山酸(22:0),己酸(6:0),反式脂肪,天門冬胺酸(Asp),廿二碳五烯酸(22:5),廿二碳六烯酸(22:6),廿四酸(24:0),廿碳五烯酸(20:5),月桂酸(12:0),水分,水解胺基酸總量,丙胺酸(Ala)
J0700601,NA,905,548,2018,76,1.5,0,177,277,0,0,132,233,0,2790,296,20,0,0,956,193,335,3491,3547,2949,NA,1207,10.2,23.5,568,1324,0,650,1929,686,1317,3.05,288,288,1069,6,89,38.6,0,1135,0,254,2.9,1433,959,0.27,11.34,0.54,0.23,9.7,NA,NA,NA,NA,3.22,NA,NA,NA,NA,193,0,6.4,3072,0,NA,NA,419,0.2,659,16,1639,1.4,1294,50,NA,3.22,NA,3.22,0,NA,0,0,74,12,85,0,51,0,0,NA,1748,190,2314,0,453,0,64.5,22457,1612
G0950101,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,0.1,3,NA,NA,NA,NA,NA,NA,NA,0.32,NA,0,NA,12,723,NA,NA,NA,NA,41,NA,NA,0,0,NA,0.05,0.02,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0.7,NA,NA,4.5,NA,32,10.6,NA,9,NA,1.2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2,NA,NA
A0352001,NA,338,115,682,NA,2,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,281,444,NA,NA,NA,NA,343,1,10.1,212,1182,NA,NA,NA,NA,453,1.16,0,0,258,10,572,22.2,NA,273,NA,250,NA,323,0,0.02,0.32,0.69,0.06,0,NA,NA,NA,NA,0.39,NA,NA,NA,NA,290,NA,0.8,3644,NA,4.5,NA,156,60.1,3,22,198,1.1,382,NA,NA,0.05,0,0.1,0.04,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA,NA,26.8,10121,291
J0408001,NA,1042,667,1738,0,1.6,0,1,369,0,NA,0,NA,NA,17,3,0,0,0,893,97,567,20,48,32,NA,1028,0.1,22.4,1337,817,NA,2,25,5,842,6.9,5,5,991,2,40,1,NA,806,0,439,0,1438,17,0.03,1.14,0.05,0.82,1.2,NA,NA,NA,NA,1.44,NA,NA,NA,NA,97,NA,0.3,3055,NA,NA,NA,253,0,45,32,1977,0.8,1134,2,NA,1.44,NA,1.44,0,NA,0,0,1,0,0,0,0,0,0,NA,2110,3,39,0,2,0,76,22081,1270
J0405001,NA,818,594,1062,0,1.3,0,6,278,0,NA,1,NA,NA,14,7,0,0,0,795,83,477,22,40,38,NA,913,0.1,19.3,435,644,NA,6,23,7,708,2,7,7,845,4,47,0,NA,700,0,515,0,1239,23,0.01,0.86,0.04,0.21,0.9,NA,NA,NA,NA,0.49,NA,NA,NA,NA,83,NA,0.4,2940,NA,NA,NA,242,0.5,42,34,1741,0.3,941,2,NA,0.49,NA,0.49,0,NA,0,0,1,0,0,0,1,0,0,NA,1940,7,21,0,4,0,78.8,18191,1121
D28002,NA,NA,NA,NA,64,0.5,0,1,NA,0,0,14,6,1.5,8,0,3,0,0,NA,40,NA,9,78,50,NA,NA,0.1,0.9,NA,NA,0,0,35,6,NA,0.54,NA,11,NA,7,2,NA,1.1,NA,0,217,0,NA,108,0.01,NA,0.02,0.04,6.1,NA,NA,NA,NA,0.85,NA,NA,NA,NA,44,3.2,0.3,NA,5.8,2.5,NA,20,11.1,NA,9,NA,0.4,NA,0,NA,0.82,0,0.83,0.01,65,0.02,0,1,0,0,0,0,1,0,NA,NA,0,0,1,0,1,87.3,NA,NA
E74006,NA,NA,NA,NA,6,0.8,0,8,NA,0,0,44,0,2.3,47,0,0,0,0,NA,29,NA,47,51,74,NA,NA,0.2,1.1,NA,NA,0,0,37,18,NA,0.94,NA,280,NA,12,4,13,2,NA,0,247,0.1,NA,2800,0.08,NA,0.04,0.2,39.7,NA,NA,NA,NA,2.68,NA,NA,NA,0.002,31,0,0.4,NA,4.3,1.3,NA,18,6.9,NA,11,NA,0.3,NA,0,NA,1.37,NA,1.75,0.62,1680,0.64,0.05,0,0,0,0,0,4,0,NA,NA,0,0,0,0,7,91.1,NA,NA
G13002,NA,109,67,131,0,0.6,0,2,8,0,1.6,111,0,0,38,0,1,0,0,86,35,16,38,111,59,NA,103,0.2,2.7,55,79,0.4,0,29,7,88,5.83,NA,0,101,1,3,42.4,0.9,71,0,272,0.1,60,3,0.18,0.06,0.26,0.23,0.2,0,0,0,0,0.05,0,0,NA,0.022,41,0,0.7,275,2.9,3.1,NA,84,8.3,NA,12,112,0.3,114,0,NA,0.05,0,0.05,0,2,0,0,0,0,0,0,6,1,0,NA,146,0,0,13,0,0,88.1,1795,174
J3101101,NA,746,217,564,9,2,0,56,23,0,0,16,26,0,111,95,14,0,0,271,48,99,207,368,408,NA,347,1,9.2,163,236,0.9,91,229,91,304,2.5,12,12,341,85,377,22.1,0.6,275,0,237,0.4,638,39,0.01,5.63,0.1,0.23,0.6,NA,NA,NA,NA,0.81,NA,NA,NA,NA,48,0,0.6,1180,1.5,NA,NA,113,4.6,33,56,396,2,362,5,NA,0.81,NA,0.81,0,NA,0,0,12,0,0,0,7,0,0,NA,745,10,66,0,172,0,83.2,7606,700
L0204101,0,636,816,3225,70,7,50,1252,377,159,44.7,362,14,0,2927,7,25,0,340,1565,420,488,3173,445,7984,NA,1654,11.6,32.8,897,3634,0,192,3451,1466,1766,2.3,777,777,1400,126,352,21,0,1605,364,1454,8,1244,2590,0.41,3.61,2.18,0.4,8.2,NA,NA,NA,NA,0.24,NA,NA,NA,NA,420,0,4,7086,44.7,NA,NA,932,46.1,56,115,2677,0.4,1979,4,NA,0.23,NA,0.23,0,NA,0.01,0,73,7,0,16,131,14,263,271.24,2504,4,0,4,2,419,2.5,34647,1094
L0217201,0.1,775,462,3654,8,8.7,4,110,450,15,33.7,26,5,0,243,0,4,0,29,1766,360,589,261,36,726,NA,1938,1,38,1078,4180,0,15,314,147,2080,2.8,1437,1437,1673,1743,387,11,0,1866,23,1516,0.7,1440,4790,0.66,3.99,3.79,0.37,7.2,NA,NA,NA,NA,0.17,NA,NA,NA,NA,360,0,5.2,8310,33.8,NA,NA,1334,48.8,27,124,3152,0.4,2323,0,NA,0.17,NA,0.17,0,NA,0,0,9,0,0,0,12,8,16,9.72,2980,2,0,5,1,34,3.5,40050,1334
L0211101,NA,508,608,2527,211,5.3,0,3275,279,429,NA,437,NA,NA,4992,0,49,0,907,1231,494,385,5370,664,20957,NA,1304,27,25.6,713,2875,NA,378,9671,3364,1399,2.5,809,809,1099,98,313,11,NA,1278,910,1008,21,985,2697,0.75,4.79,2.92,0.51,30.8,NA,NA,NA,NA,2.71,NA,NA,NA,NA,500,NA,2.9,5579,NA,3.2,NA,670,39.5,91,82,2084,3.1,1564,0,NA,2.63,NA,2.64,0,NA,0.04,0.04,192,0,0,24,400,22,732,NA,1952,0,0,0,16,983,2.6,27247,877
L0102101,NA,58,63,293,14,0.6,0,433,0,44,NA,97,NA,NA,926,0,9,0,106,136,62,182,984,111,2515,NA,147,3.6,2.9,76,282,NA,58,1178,468,157,0.47,66,66,126,117,40,0,NA,146,51,152,2.5,100,220,0.04,0.35,0.16,0.02,0.5,NA,NA,NA,NA,0.06,NA,NA,NA,NA,62,NA,0.6,626,NA,NA,NA,80,4.7,12,8,232,0.2,170,0,NA,0.06,NA,0.06,0,NA,0,0,0,0,0,0,42,0,55,NA,225,0,0,0,0,130,88.2,3113,95
L0102102,0,75,90,391,19,0.7,18,390,0,49,4.9,97,4,0,812,2,7,0,106,178,62,165,896,120,2540,NA,195,3.6,2.9,102,378,0,66,1143,406,198,0.33,34,34,160,92,35,0,0,180,139,127,2.5,13,112,0.04,2.73,0.14,0.05,0.6,NA,NA,NA,NA,0.05,NA,NA,NA,NA,62,0,0.3,802,4.9,NA,NA,76,4.6,13,9,317,0.1,22,1,NA,0.05,0,0.05,0,0,0,0,26,0,0,3,35,1,114,90.64,290,1,0,1,1,121,88.2,3686,130
Q2102201,0,157,148,501,44,0.6,26,494,0,54,2.3,581,10,0,2121,25,9,0,120,271,138,314,2299,664,4159,NA,271,7.1,4.7,135,336,0,147,2290,732,353,0.57,42,42,246,118,63,3.8,1.5,242,127,135,4.2,274,139,0.04,0.35,0.29,0.09,0,NA,NA,NA,NA,0.73,NA,NA,NA,NA,138,9.5,0.6,913,13.3,NA,NA,117,13.8,110,11,402,0.4,320,5,NA,0.73,NA,0.73,0,NA,0,0,38,0,0,0,56,6,87,103.77,487,6,8,3,0,143,73.7,5627,257
E75001,NA,NA,NA,NA,29,0.4,0,9,NA,0,0,126,0,1,39,0,13,0,0,NA,24,NA,48,155,244,NA,NA,0.4,1,NA,NA,0,2,169,39,NA,0.97,NA,46,NA,12,2,27.6,1.2,NA,0,196,0.2,NA,456,0.05,NA,0.05,0.37,107.5,NA,NA,NA,NA,0.75,NA,NA,NA,0.008,29,0,0.4,NA,2.2,3,NA,25,5.9,NA,15,NA,0.4,NA,6,NA,0.54,10,0.57,0.03,269,0.15,0.03,1,0,0,0,0,8,0,NA,NA,0,0,5,0,0,92.2,NA,NA
E75006,NA,126,25,148,116,1.2,0,41,12,0,0,276,0,1.7,97,0,17,0,0,104,59,46,106,392,363,NA,84,0.9,3.6,56,99,0,5,210,44,128,3.42,NA,887,102,21,6,33,1.3,76,0,517,0.4,189,8863,0.16,NA,0.23,1.39,153.4,NA,NA,NA,NA,6.98,NA,NA,NA,0.031,80,0,0.5,474,3,11.4,NA,76,16.4,NA,36,121,1.7,102,4,NA,5.96,50,6.08,0.05,5293,0.96,0.02,5,0,0,0,0,15,0,NA,462,0,0,12,0,18,78,2462,107
L0314201,NA,59,72,309,10,0.5,21,248,0,32,2.3,63,13,0,580,4,13,0,64,133,73,21,636,77,1492,NA,166,2.2,3.2,78,243,0,34,689,275,155,0,12,12,131,94,37,12.8,0.9,127,0,141,1.5,93,41,0.04,0.25,0.17,0.04,0.3,NA,NA,NA,NA,0.03,NA,NA,NA,NA,74,0,0.6,626,3.2,0.6,NA,79,10.4,10,10,230,0,180,0,NA,0.03,NA,0.03,0,NA,0,0,14,0,0,3,26,0,47,NA,238,0,0,0,0,81,83.6,2968,109
L0324201,NA,NA,NA,NA,15,0.9,21,276,NA,42,4,84,0,1.3,680,0,0,0,78,NA,89,NA,738,100,1685,NA,NA,2.5,1.7,NA,NA,0,36,799,305,NA,0,16,16,NA,114,38,9.3,1.1,NA,0,162,1.7,NA,52,0.04,0.03,0.2,0.06,0,NA,NA,NA,NA,0.05,NA,NA,NA,NA,90,7,0.4,NA,13.4,0.4,NA,86,15.1,9,11,NA,0,NA,0,NA,0.05,NA,0.05,0,0,0,0,13,0,0,0,25,0,55,NA,NA,0,0,0,0,93,79.7,NA,NA
L0224101,NA,324,251,1307,41,4.9,55,719,176,85,16.4,165,72,0,1574,0,0,0,196,624,391,90,1716,205,4878,NA,674,6.9,14.1,348,1297,0,87,2026,1031,716,1.77,718,734,605,983,139,34.4,9.6,623,280,1030,4.9,533,2553,0.73,0.31,1.95,0.24,6.5,NA,NA,NA,NA,0.95,NA,NA,NA,NA,406,23.3,2.4,2862,49.3,7.6,NA,396,71.9,37,91,1090,3.8,790,0,NA,0.61,NA,0.64,0,96,0.34,0,47,0,0,0,77,12,131,NA,1133,0,0,0,0,274,2.2,13936,494
M1200101,NA,NA,NA,NA,2711,0,0,52,NA,0,NA,55201,108,NA,26382,16,412,23,0,NA,883,NA,27053,57927,14782,NA,NA,99.8,0,NA,NA,NA,98,11052,2795,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,14.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.63,NA,NA,NA,NA,883,NA,NA,NA,NA,NA,NA,NA,0.1,0,NA,NA,NA,NA,550,NA,17.34,0,23.67,1.79,1,53.81,1.69,81,0,0,0,0,233,0,NA,NA,0,0,157,0,0,0,NA,NA
M1100101,NA,NA,NA,NA,6804,0,0,83,NA,0,NA,53140,288,NA,23375,0,366,13,0,NA,884,NA,23742,59944,16103,NA,NA,100,0,NA,NA,NA,84,10904,4108,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,16.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.78,NA,NA,NA,NA,884,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,270,NA,8.86,0,15.89,2.04,0,55.94,13.94,65,0,0,0,0,427,0,1014.5,NA,0,0,140,0,10,0.1,NA,NA
I0520101,NA,115,38,315,0,0.4,0,0,27,0,0,72,0,0,119,7,0,0,0,182,29,51,121,82,146,NA,103,0.3,6,155,97,0,2,95,47,99,0.15,14,14,121,5,131,14.9,0,91,0,9,0.1,135,48,0.01,0.41,0.02,0.6,0.3,NA,NA,NA,NA,0.03,NA,NA,NA,NA,29,0,0.3,316,0,NA,NA,32,0,41,2,256,15.6,186,0,NA,0.02,NA,0.02,0,NA,0,0,0,0,0,0,3,0,0,NA,242,0,3,0,0,0,93.7,2779,251
R5100901,0,1025,434,1464,368,5,7,736,163,0,0,6053,376,0,21498,59,108,6,21,722,525,141,23243,6748,18828,NA,806,49,18.4,616,0,0,1251,11936,5803,676,3.72,0,0,782,5,1539,8.1,0,631,0,221,18.8,1106,0,0.46,0.81,0.16,0.27,4,NA,NA,NA,NA,0.09,NA,NA,NA,NA,525,0,1.7,4446,0,NA,NA,315,2.4,76,20,1522,0.9,792,480,NA,0.05,NA,0.06,0.01,NA,0.01,0.02,179,0,0,0,17,3,0,35.45,1593,130,138,2,0,22,25.1,18026,1106
M1000301,NA,778,8,80,65,1.3,0,10,0,16,NA,4113,NA,NA,4123,0,52,0,5,55,94,0,4169,4177,2283,NA,37,10.6,2.5,18,377,NA,7,1315,650,79,0.13,NA,0,49,2,476,0,NA,0,0,1,2.3,199,0,0,NA,0,0,0,NA,NA,NA,NA,13.26,NA,NA,NA,NA,94,NA,1,268,NA,NA,NA,0,29.6,NA,1,90,0.1,63,39,NA,4.44,0,5.56,0.64,0,7.9,0.28,0,0,0,0,0,17,0,NA,150,0,0,213,0,5,56,2251,0
Q2300101,0,155,29,205,2,0.3,0,1,0,0,0,1406,0,0,2662,0,76,0,0,155,105,55,2708,1408,1027,NA,103,5.1,2.8,82,138,0.1,2,572,188,150,1.18,NA,0,83,16,51,11,0,126,0,43,1,366,0,0.01,NA,0.01,0.08,0,NA,NA,NA,NA,1.19,NA,NA,NA,NA,108,8.9,0.4,615,8.9,1.6,NA,64,12.7,NA,20,104,0.3,129,44,NA,0.76,0,0.8,0,0,0.43,0,2,0,0,0,0,128,0,2.68,366,0,0,61,0,0,79,2982,121
M1900101,NA,NA,NA,NA,302,0,0,123,NA,0,NA,53625,NA,NA,28030,0,392,0,0,NA,883,NA,28030,53927,17943,NA,NA,99.9,0,NA,NA,NA,0,11717,5711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.02,NA,NA,NA,NA,883,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,6.17,NA,7.75,0,NA,15.85,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.1,NA,NA
O0900301,NA,135,31,290,0,1.6,0,1460,0,571,NA,28,NA,NA,84,0,20,0,460,141,437,28,84,28,9368,NA,127,9.5,4.8,93,269,NA,0,850,1700,114,7.94,0,0,99,5,43,7.5,NA,113,0,841,9.4,90,3,0,0.04,0.13,0.95,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,437,NA,0.2,853,NA,NA,NA,188,83,0,30,142,0.5,206,0,NA,0.21,0,0.23,0.02,2,0.07,0.02,0,0,0,0,0,0,36,NA,251,0,0,0,0,4272,1.1,3116,134
O0200501,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0,NA,1,3,5.8,NA,NA,NA,36,NA,NA,0,0,NA,0.01,0.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,13,NA,0,NA,NA,NA,NA,6,3.2,NA,3,NA,0.3,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,NA,NA
E3200201,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0.1,1.4,NA,NA,NA,NA,NA,NA,NA,0.33,NA,309,NA,131,91,33.8,NA,NA,NA,245,NA,NA,3087,0.05,NA,0.1,0.1,40.5,NA,NA,NA,NA,1.01,NA,NA,NA,NA,14,NA,0.7,NA,NA,1.2,NA,35,2.5,NA,155,NA,0.7,NA,NA,NA,0.9,NA,0.94,0.07,1852,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,NA,NA
E3200401,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,0,1.3,NA,NA,NA,NA,NA,NA,NA,1,NA,568,NA,101,57,NA,NA,NA,NA,283,NA,NA,5676,0.04,NA,0.1,0.07,32.6,NA,NA,NA,NA,0.84,NA,NA,NA,NA,15,NA,0.9,NA,NA,1.3,NA,34,2.9,NA,119,NA,0.7,NA,NA,NA,0.72,NA,0.77,0.09,3406,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7,NA,NA
E1400101,0,NA,NA,NA,3,0.8,0,2,NA,0,0,33,3,1.3,7,0,5,0,0,NA,17,NA,9,36,108,NA,NA,0.2,2.1,NA,NA,0,0,88,0,NA,0.53,NA,0,NA,9,5,NA,1.4,NA,0,309,0.1,NA,2,0.04,NA,0.07,0.05,3,0,0,0,0,0.22,0,0,0,NA,21,0,0.4,NA,2.7,2,NA,36,3.7,NA,9,NA,0.4,NA,2,NA,0.21,0,0.21,0,1,0,0.01,0,0,0,0,0,7,0,0,NA,0,0,7,0,0,93.3,NA,NA
E3010201,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,1.1,7.2,NA,NA,NA,NA,NA,NA,NA,1.07,NA,0,NA,254,3854,NA,NA,NA,NA,870,NA,NA,0,0,NA,0,0.01,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,0.8,NA,NA,3,NA,143,38.9,NA,67,NA,5.2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA
E3000201,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,0.2,1.5,NA,NA,0,NA,NA,NA,NA,0.43,NA,2,NA,51,13,NA,1.2,NA,NA,250,NA,NA,22,0.04,NA,0.05,0.14,44.7,NA,NA,NA,NA,0,NA,NA,NA,NA,28,0.2,0.3,NA,2.4,2.1,NA,35,5.9,NA,15,NA,0.4,NA,NA,NA,0,0,0,0,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,NA,NA
E5000101,NA,104,3,154,130,1.4,0,0,18,0,0,30,0,0,42,0,0,0,0,104,14,19,42,160,113,NA,78,0.3,2.2,55,67,0,0,61,9,87,0.41,NA,616,89,81,43,72.9,0,79,0,510,0.1,118,6163,0.06,NA,0.12,0.06,12.1,NA,NA,NA,NA,1.42,NA,NA,NA,NA,18,0,0.7,250,0,1.9,NA,44,2.4,NA,62,128,2.9,106,0,NA,1.31,0,1.32,0,3698,0.1,0.01,0,0,0,0,0,7,0,NA,195,0,0,36,0,0,93.7,1761,107
E3700101,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,2.2,2.8,NA,NA,NA,NA,NA,NA,NA,0.39,NA,727,NA,222,26,NA,NA,NA,NA,400,NA,NA,7266,0.01,NA,0.02,0.01,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,1,NA,NA,1.7,NA,61,0.4,NA,70,NA,7.8,NA,NA,NA,NA,840,NA,NA,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6,NA,NA
E4600101,NA,108,0,163,153,1,0,3,21,0,0,67,2,0,2,0,3,0,0,101,13,11,4,221,79,NA,79,0.3,1.7,45,88,0,2,61,5,99,0.41,NA,439,100,46,69,95,0,76,0,362,0.1,115,4388,0.05,NA,0.08,0.16,10.5,NA,NA,NA,NA,0.44,NA,NA,NA,0.003,16,0,0.4,264,0,1.6,NA,22,2.2,NA,16,127,1.5,97,0,NA,0.4,0,0.4,0,2633,0.04,0,0,0,0,0,0,4,0,NA,242,0,0,3,0,0,94.7,1853,117
J0400401,NA,1172,770,2025,0,1.6,0,45,313,0,NA,10,NA,NA,237,0,5,41,0,1056,97,409,358,218,424,NA,1168,1,20.5,727,866,NA,69,256,100,910,3.3,24,24,1044,62,83,NA,NA,886,0,377,0.4,1703,80,0.06,0.36,0.04,0.13,1.5,NA,NA,NA,NA,0.44,NA,NA,NA,NA,97,NA,0.7,3869,NA,NA,NA,245,0,68,31,2317,0.3,1209,11,NA,0.44,NA,0.44,0,NA,0,0,19,0,0,0,0,0,0,NA,2389,45,126,0,37,0,77.7,24235,1402
J0414804,NA,963,551,1416,676,1.2,0,2891,237,0,NA,585,NA,NA,4093,634,0,5831,0,729,396,397,15405,11295,8129,NA,817,34.8,19.1,864,669,NA,1445,4542,697,707,6.95,132,132,800,5,82,3,NA,649,0,370,8.1,1142,441,0.25,14.65,0.47,0.3,0,NA,NA,NA,NA,0.69,NA,NA,NA,NA,396,NA,1.3,2490,NA,NA,NA,246,0,72,31,1578,2,956,4037,NA,0.64,NA,0.65,0,NA,0.05,0,0,0,2226,0,0,0,0,NA,1737,435,4124,0,2616,0,45.7,17792,1091
J0414805,NA,985,599,1551,930,1.4,0,4057,250,0,NA,835,NA,NA,6132,895,0,8373,0,787,536,425,22564,15996,11465,NA,881,50,19.9,872,700,NA,2076,6383,1025,765,7.85,163,163,869,15,79,3,NA,715,0,359,11.5,1238,542,0.22,10.95,0.44,0.33,0,NA,NA,NA,NA,1.22,NA,NA,NA,NA,536,NA,1.4,2705,NA,NA,NA,266,0,77,30,1681,1.9,1030,5982,NA,1.18,NA,1.18,0,NA,0.04,0,0,0,3121,0,0,0,0,NA,1887,630,5697,0,3887,0,32.4,19097,1155
J0414806,NA,1024,588,1534,639,1.3,0,2672,234,0,NA,534,NA,NA,3413,553,0,5863,0,786,373,476,14598,9852,7361,NA,865,31.8,20.2,893,716,NA,1301,4081,608,768,7.93,114,114,859,8,82,3,NA,704,0,395,7.4,1197,380,0.3,10.92,0.45,0.32,0,NA,NA,NA,NA,0.42,NA,NA,NA,NA,373,NA,1.1,2661,NA,NA,NA,279,0,80,32,1653,2.6,1012,4021,NA,0.4,NA,0.4,0,NA,0.02,0,0,0,1994,0,0,0,0,NA,1870,359,3525,0,2246,0,47.3,19006,1164
A0500201,NA,318,149,604,7,0.3,0,2,99,0,NA,202,0,NA,228,0,2,0,0,384,355,301,230,209,121,NA,284,0.6,7.5,191,316,NA,1,106,9,361,0.84,NA,0,247,5,3,0,NA,339,0,85,0.1,629,0,0.04,NA,0.02,0.05,0,NA,NA,NA,NA,0.08,NA,NA,NA,NA,356,NA,1.5,1309,NA,0.3,NA,77,78.1,NA,12,233,0.7,409,2,NA,0.07,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0,NA,646,0,0,2,0,0,13.5,7223,405
E3400201,NA,104,4,154,NA,1.3,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,18,12,NA,NA,NA,NA,87,0.4,2.1,41,85,NA,NA,NA,NA,78,0.36,NA,1013,85,122,13,NA,NA,78,NA,312,NA,86,10129,0.03,NA,0.12,0.05,9.5,NA,NA,NA,NA,0.96,NA,NA,NA,NA,22,NA,0.5,182,NA,2.6,NA,29,3.5,NA,48,112,6,103,NA,NA,0.68,30,0.78,0.19,6062,0.07,0.02,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,92.7,1691,114
J3700201,NA,918,667,1666,2,12.2,0,40,198,0,NA,5,NA,NA,74,31,0,3,0,905,98,373,141,685,474,NA,953,1.3,20.1,456,936,NA,17,351,61,810,1.9,8,8,872,120,4254,NA,NA,784,0,180,0.5,1730,27,0.03,4.57,0.05,0.02,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,98,NA,2,3089,NA,NA,NA,505,1.9,460,173,1667,0.7,927,47,NA,0.35,NA,0.35,0,NA,0,0,12,1,2,0,8,0,0,NA,2080,31,426,0,188,1,64.5,20094,1063
J4100101,NA,947,41,171,1,0.4,0,2,11,0,0,2,6,0,13,20,6,0,1,88,32,33,17,28,38,NA,89,0.1,7.4,37,522,0,4,11,11,161,0.37,3,3,207,65,51,1,0,103,0,1,0,406,10,0.01,0.04,0.01,0,0.1,NA,NA,NA,NA,0.12,NA,NA,NA,NA,32,0,0.5,680,0,NA,NA,37,0,0,29,80,0.6,155,1,NA,0.09,NA,0.09,0.01,NA,0.02,0.01,1,0,0,0,0,4,0,NA,414,0,0,1,5,1,92.7,4632,486
