ID,半乳糖,甘胺酸(Gly),甲硫胺酸(Met),白胺酸(Leu),次亞麻油酸(18:3),灰分,肉豆蔻烯酸(14:1),肉豆蔻酸(14:0),色胺酸(Trp),辛酸(8:0),乳糖,亞麻油酸(18:2),其他脂肪酸,果糖,油酸(18:1),花生油酸(20:4),花生酸(20:0),芥子酸(22:1),癸酸(10:0),苯丙胺酸(Phe),修正熱量,胱胺酸(Cys),脂肪酸M總量,脂肪酸P總量,脂肪酸S總量,酒精含量,異白胺酸(Ile),粗脂肪,粗蛋白,組胺酸(His),脯胺酸(Pro),麥芽糖,棕櫚烯酸(16:1),棕櫚酸(16:0),硬脂酸(18:0),絲胺酸(Ser),菸鹼素,視網醇,視網醇當量(RE),酥胺酸(Thr),鈣,鈉,葉酸,葡萄糖,酪胺酸(Tyr),酪酸(4:0),鉀,飽和脂肪,精胺酸(Arg),維生素A總量(IU),維生素B1,維生素B12,維生素B2,維生素B6,維生素C,維生素D2,維生素D3,維生素D總量(IU),維生素D總量(ug),維生素E總量,維生素K1,維生素K2(MK-4),維生素K2(MK-7),銅,熱量,蔗糖,鋅,麩胺酸(Glu),糖質總量,膳食纖維,錳,磷,總碳水化合物,膽固醇,鎂,離胺酸(Lys),鐵,纈胺酸(Val),鱈烯酸(20:1),P/M/S,α-生育酚,α-胡蘿蔔素,α-維生素E當量(α-TE),β-生育酚,β-胡蘿蔔素,γ-生育酚,δ-生育酚,十七酸(17:0),十九酸(19:0),十八碳四烯酸(18:4),十三酸(13:0),十五酸(15:0),山酸(22:0),己酸(6:0),反式脂肪,天門冬胺酸(Asp),廿二碳五烯酸(22:5),廿二碳六烯酸(22:6),廿四酸(24:0),廿碳五烯酸(20:5),月桂酸(12:0),水分,水解胺基酸總量,丙胺酸(Ala)
J0405801,NA,878,572,1497,90,1.2,4,203,216,0,NA,574,NA,NA,1160,61,5,10,0,778,130,189,1710,1731,1177,NA,904,4.6,20.7,485,581,NA,376,834,106,777,2.65,26,26,815,17,101,5.4,NA,671,0,362,1.2,1078,87,0.23,1.88,0.08,0.17,2.4,NA,NA,NA,NA,1.74,NA,NA,NA,NA,130,NA,0.8,2762,NA,NA,NA,176,0,59,30,1737,1.2,924,159,NA,1.46,NA,1.51,0.06,NA,0.17,0.05,10,0,66,1,17,0,0,NA,1872,153,540,0,247,2,75.4,17827,1090
M1300101,NA,NA,NA,NA,1149,0,0,424,NA,0,NA,32784,16,NA,41122,0,896,0,0,NA,883,NA,41890,33933,24102,NA,NA,99.9,0.1,NA,NA,NA,181,19803,2208,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,24.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,883,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,587,NA,5.14,NA,5.92,0.72,0,4.11,0.33,20,0,0,0,0,302,0,1362.63,NA,0,0,448,0,0,0,NA,NA
M1650101,NA,NA,NA,NA,2327,0,0,55,NA,0,NA,44034,65,NA,33143,0,967,35,0,NA,884,NA,34149,46361,19402,NA,NA,100,0,NA,NA,NA,77,12062,3547,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,19.4,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.47,NA,NA,NA,NA,884,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,894,NA,13.16,0,16.68,0.55,14,31.43,3.33,40,0,0,0,0,1887,0,NA,NA,0,0,845,0,0,0.1,NA,NA
M1700101,NA,NA,NA,NA,10079,0,0,48,NA,0,NA,23052,NA,NA,58132,0,480,606,0,NA,883,NA,60414,33131,6355,NA,NA,99.9,0,NA,NA,NA,211,3945,1515,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,6.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.94,NA,NA,NA,NA,883,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1465,NA,19.05,0,21.49,0,0,24.25,0.64,0,0,0,0,0,243,0,NA,NA,0,0,123,0,0,0.1,NA,NA
E6800201,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,0.2,0.9,NA,NA,NA,NA,NA,NA,NA,0.23,NA,5,NA,13,5,NA,NA,NA,NA,138,NA,NA,52,0.03,NA,0.11,0.08,2.8,NA,NA,NA,NA,0.01,NA,NA,NA,NA,20,NA,0.4,NA,NA,1.2,NA,32,4.1,NA,12,NA,1.9,NA,NA,NA,0.01,3,0.01,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,NA,NA
E6200101,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0,NA,7,3,NA,NA,NA,NA,122,NA,NA,0,0.01,NA,0.01,0.01,14.9,NA,NA,NA,NA,0.11,NA,NA,NA,NA,13,NA,0.1,NA,NA,1.1,NA,16,2.7,NA,7,NA,0.2,NA,NA,NA,0.04,0,0.04,0,0,0.04,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5,NA,NA
O0900101,NA,767,34,906,18,7.9,0,0,40,0,NA,559,NA,NA,119,0,0,0,0,502,318,61,155,577,538,NA,340,1.3,16.6,245,0,NA,0,429,109,0,69.61,NA,0,0,132,86,11.2,NA,305,0,4575,0.5,24,0,0,NA,0.9,0.54,NA,NA,NA,NA,NA,9.24,NA,NA,NA,NA,363,NA,0.4,3353,NA,22.2,NA,311,71.2,NA,385,85,4.8,516,35,NA,7.23,0,7.62,0.54,0,1.09,0.38,0,0,0,0,0,0,0,NA,1258,0,0,0,0,0,3.1,9010,575
O0200601,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,25,NA,1,18,2.1,NA,NA,NA,30,NA,NA,82,0,0,0,0.01,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,33,NA,0.1,NA,NA,0,NA,13,8.3,0,1,NA,0.8,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6,NA,NA
O0701301,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9,NA,NA
E0800101,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,0,1.7,NA,NA,NA,NA,NA,NA,NA,0.32,NA,0,NA,27,0,NA,NA,NA,NA,471,NA,NA,0,0.07,NA,0.08,0.12,4.1,NA,NA,NA,NA,0.04,NA,NA,NA,NA,75,NA,0.6,NA,NA,2.4,NA,74,18,NA,22,NA,1.1,NA,NA,NA,0.01,NA,0.02,0.02,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,NA,NA
O0702901,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,0,0.2,NA,NA,NA,NA,NA,NA,NA,0.66,NA,0,NA,20,20,1,NA,NA,NA,13,NA,NA,0,0,NA,0.03,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,45,NA,0.1,NA,NA,0,NA,9,10.9,NA,1,NA,0.2,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.7,NA,NA
O0703201,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,NA,0,NA,1,2,NA,NA,NA,NA,1,NA,NA,0,0,NA,2.07,0,1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,0,NA,NA,0,NA,1,14.3,NA,0,NA,0.1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,NA,NA
O0600701,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,NA,2,NA,2,10,1,NA,NA,NA,0,NA,NA,18,0,NA,0.93,0,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,0,NA,NA,0,NA,9,11.5,NA,0,NA,0.1,NA,NA,NA,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,NA,NA
E3850201,NA,NA,NA,NA,91,7.2,0,0,NA,0,0,75,0,0,80,0,0,0,0,NA,19,NA,80,165,114,NA,NA,0.4,1.3,NA,NA,0,0,92,22,NA,0.05,NA,19,NA,47,2790,NA,0,NA,0,90,0.1,NA,187,0.01,NA,0.03,0.07,0,NA,NA,NA,NA,0.27,NA,NA,NA,NA,25,0,0.4,NA,0,2.9,NA,20,4.6,NA,9,NA,2,NA,0,NA,0.17,50,0.18,0,87,0.09,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,86.5,NA,NA
P0700501,NA,326,67,462,NA,9.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,77,88,NA,NA,NA,NA,299,NA,7.4,95,403,NA,NA,NA,NA,295,0.93,NA,0,236,3,3508,29.9,NA,61,NA,372,NA,166,0,0,NA,0.17,0.39,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,77,NA,0.3,1883,NA,NA,NA,137,11.9,NA,46,337,1.6,327,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,588,NA,NA,NA,NA,NA,71.4,6321,423
P0700701,NA,279,61,464,NA,10.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,103,53,NA,NA,NA,NA,269,NA,6.8,147,400,NA,NA,NA,NA,307,0.43,NA,0,241,2,4050,25.6,NA,96,NA,327,NA,366,0,0.01,NA,0.06,0.58,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,103,NA,0.5,1754,NA,NA,NA,111,19,NA,48,384,2.6,320,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,754,NA,NA,NA,NA,NA,63.4,6352,173
P0700301,NA,599,53,318,0,10,0,0,3,0,0,19,0,0.7,87,0,10,0,0,166,113,79,97,20,37,NA,219,0.2,7.5,77,315,1,10,11,16,213,0.7,NA,0,186,14,4077,31.5,0.9,55,0,343,0,111,0,0,NA,0.13,1.36,0,NA,NA,NA,NA,0.03,NA,NA,NA,NA,114,8.9,0.4,1807,11.6,0.6,NA,95,20.6,NA,51,315,1.2,248,0,NA,0.01,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,NA,525,0,0,0,0,0,61.8,5975,685
E6800101,NA,NA,NA,NA,11,0.3,0,3,NA,0,0,25,2,0.8,8,0,1,0,0,NA,17,NA,10,36,51,NA,NA,0.1,1.1,NA,NA,0,0,37,6,NA,0.22,NA,1,NA,10,0,39.3,1.3,NA,0,117,0.1,NA,6,0.02,NA,0.02,0.08,6.5,NA,NA,NA,NA,0.04,NA,NA,NA,0.006,19,0,0.1,NA,2.1,1,NA,22,3.9,NA,10,NA,0.2,NA,2,NA,0.02,0,0.03,0,3,0.02,0,0,0,0,0,0,2,0,NA,NA,0,0,1,0,0,94.6,NA,NA
A0510101,NA,327,144,625,9,0.6,0,2,80,0,NA,292,0,NA,278,0,3,0,0,381,354,315,282,301,156,NA,303,0.7,7.4,323,333,NA,1,136,12,359,0.89,NA,0,248,170,8,33,NA,224,0,83,0.2,452,0,0.09,NA,0.02,0.07,0,NA,NA,NA,NA,0.18,NA,NA,NA,NA,355,NA,2.1,1406,NA,0.7,NA,87,77.7,NA,19,239,0.5,431,3,NA,0.16,0,0.16,0,0,0.02,0,0,0,0,0,0,1,0,NA,659,0,0,2,0,0,13.6,7280,432
E7100201,NA,52,0,82,NA,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,11,15,NA,NA,NA,NA,58,0,2.2,39,50,NA,NA,NA,NA,74,0.37,NA,80,25,19,0,NA,NA,62,NA,417,NA,121,798,0.06,NA,0.06,0.11,25.3,NA,NA,NA,NA,1,NA,NA,NA,NA,13,NA,0.6,311,NA,0.9,NA,56,1.8,NA,18,77,0.8,69,NA,NA,0.67,NA,0.75,0.12,479,0.2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,95,1411,75
I0520401,NA,1108,300,1017,29,0.3,0,20,0,0,0,736,48,0,1322,157,20,10,0,527,94,166,1404,945,1461,NA,568,3.9,13.8,491,766,0,44,913,471,531,0.45,14,14,557,27,53,36.7,0,468,0,3,1.5,925,47,0.01,1.23,0.04,0.03,0,NA,NA,NA,NA,0.08,NA,NA,NA,NA,94,0,1.5,1898,0,NA,NA,93,0,285,9,952,1.5,615,28,NA,0.08,NA,0.08,0,NA,0,0,7,0,0,0,3,14,0,NA,1097,13,9,11,2,0,82.8,12834,846
I0120401,NA,4248,135,836,25,1.6,38,51,0,0,0,205,3,0,1482,11,3,0,0,524,119,83,1727,251,773,NA,403,2.8,21.1,350,2448,0,196,565,125,710,0.37,1,1,466,11,524,21,0,279,0,39,0.8,1653,3,0.02,0.12,0.04,0.03,0,NA,NA,NA,NA,0.63,NA,NA,NA,NA,119,0,0.6,2292,0,NA,NA,22,2.6,49,8,769,0.1,590,11,NA,0.39,NA,0.41,0.01,NA,0.16,0.07,14,0,0,0,7,4,0,NA,1318,9,0,5,0,0,72,18923,1819
J0406301,NA,780,587,1531,2,1.3,0,41,294,0,NA,7,NA,NA,213,38,5,7,0,747,91,431,293,298,408,NA,865,1,19.2,452,634,NA,48,269,73,732,1.7,10,10,828,9,63,0,NA,680,0,431,0.4,1284,33,0.02,1.46,0.04,0.13,1.9,NA,NA,NA,NA,0.37,NA,NA,NA,NA,91,NA,0.4,2930,NA,NA,NA,205,0.1,40,34,1826,0.3,912,25,NA,0.35,NA,0.35,0,NA,0.01,0.01,7,0,2,1,6,3,0,NA,1869,48,168,2,33,1,78.4,18437,1055
E6250101,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,0.2,2.5,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0,NA,51,3690,NA,NA,NA,NA,150,NA,NA,0,0,NA,0,0.01,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,0.3,NA,NA,1.9,NA,57,4.1,NA,23,NA,1.3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6,NA,NA
H1150101,NA,96,35,218,95,0.3,0,2,0,0,0,617,0,0,314,1,5,0,0,126,56,29,318,713,254,NA,118,1.3,3.2,74,202,0,1,162,76,133,2.17,NA,0,107,12,36,14.3,0,104,0,89,0.3,160,0,0.05,NA,0.02,0.02,1,NA,NA,NA,NA,0.74,NA,NA,NA,NA,60,5.1,0.3,523,5.1,2.1,NA,43,9,NA,14,183,0.4,129,2,NA,0.04,0,0.11,0.03,0,0.42,0.25,1,0,0,0,0,6,0,NA,259,0,0,2,0,0,86.3,2601,103
R6900201,NA,744,389,116,86,2.2,0,141,317,0,0,396,55,0.8,594,139,24,16,0,612,115,63,781,1675,1331,NA,667,3.8,17.6,834,460,0,120,767,283,548,8.67,2,23,633,246,357,4.3,0.6,555,0,284,1.3,857,216,0.03,8.68,0.15,0.4,0.2,NA,NA,NA,NA,2.03,NA,NA,NA,NA,116,1.7,0.9,1979,3.1,0.7,NA,323,2.8,52,36,1261,2,718,51,NA,1.56,NA,1.61,0.03,126,0.38,0.06,52,0,27,3,48,14,0,NA,1384,63,731,0,234,0,73.5,12993,858
A0501001,NA,348,113,604,19,0.8,0,15,98,0,0,521,0,0,624,0,8,3,0,359,357,104,636,540,492,NA,282,1.7,7.3,187,292,0,3,409,45,358,2.29,NA,0,252,8,1,15.4,0,308,0,149,0.5,615,0,0.31,NA,0.03,0.13,0.1,NA,NA,NA,NA,3.16,NA,NA,NA,NA,360,0,1.5,1317,0,1.8,NA,179,77.2,NA,60,265,0.6,399,7,NA,1.02,NA,1.19,0.05,0,1.18,0.91,1,0,0,0,0,4,0,NA,662,0,0,9,0,0,13.1,6986,422
E5800601,NA,92,10,135,69,0.9,0,0,6,0,0,47,16,0.4,67,0,15,0,0,93,27,25,108,117,284,NA,77,0.5,3,66,55,0,41,198,39,128,0.33,NA,73,101,41,6,59.7,0.5,53,0,314,0.3,190,728,0.09,NA,0.21,0.24,87.8,NA,NA,NA,NA,0.99,NA,NA,NA,0,32,0,0.2,562,0.9,3,NA,52,5.1,NA,21,152,0.6,117,0,NA,0.48,NA,0.54,0.03,437,0.47,0.01,0,0,0,0,0,14,0,NA,347,0,0,16,0,0,90.4,2348,139
I04042,NA,900,443,1203,129,0.8,0,77,214,0,NA,2112,NA,NA,3220,74,4,12,0,644,157,522,3736,2463,2510,NA,693,8.7,18.5,426,724,NA,459,1867,527,565,4.87,23,23,650,4,117,8.6,NA,511,0,256,2.5,1089,75,0.1,0.64,0.19,0.21,2.6,NA,NA,NA,NA,1.38,NA,NA,NA,NA,157,NA,1.9,2349,NA,0,NA,151,0,97,21,1288,0.9,728,45,NA,0.29,0,0.39,0,0,0.94,0.15,14,10,39,0,3,4,0,NA,1398,41,45,0,23,4,72.9,15284,935
I04043,0,714,407,1119,116,0.8,1,63,222,0,0,1897,55,0,2980,17,9,60,0,586,151,465,3487,2094,2215,NA,646,7.8,18.9,396,610,0,417,1691,429,530,4.68,25,25,600,5,139,7.4,0,478,0,245,2.2,971,85,0.1,0.65,0.18,0.15,2.6,0,0,0,0,2.05,0,28.8,0,NA,151,0,2.2,2108,0,NA,NA,150,0,66,20,1192,1,660,29,NA,0.34,NA,0.49,0,NA,1.47,0.25,4,0,0,0,3,14,0,30.29,1290,25,37,0,3,3,73,13814,820
I0500101,NA,904,355,1121,179,0.7,0,165,136,0,NA,5138,NA,NA,12338,80,31,24,8,585,319,798,13278,5428,9124,NA,608,27.8,16,354,655,NA,742,6943,1913,539,3.48,25,25,584,10,41,5,NA,482,0,240,9.1,934,84,0.25,0.64,0.29,0.33,2.2,NA,NA,NA,NA,0.2,NA,NA,NA,NA,319,NA,2.6,2025,NA,NA,NA,156,0,91,17,1163,2.9,633,174,NA,0.16,NA,0.16,0,NA,0.04,0,34,0,0,0,16,0,0,NA,1233,31,0,0,0,13,57.3,14007,897
I0504101,NA,627,337,1068,147,0.6,0,133,129,0,NA,4550,NA,NA,11286,85,20,18,0,545,282,804,12036,4816,7682,NA,582,24.5,14.4,342,501,NA,579,5624,1843,498,2.87,30,30,567,6,48,7.7,NA,458,0,243,7.7,828,102,0.2,0.65,0.25,0.26,1.5,NA,NA,NA,NA,0.08,NA,NA,NA,NA,282,NA,3.2,1916,NA,NA,NA,148,3.4,76,16,1109,2.3,596,153,NA,0.02,NA,0.03,0.01,NA,0.04,0.01,39,0,0,0,14,0,0,NA,1176,35,0,0,0,10,57.1,12851,769
I0402301,NA,798,490,1490,219,0.9,0,144,231,0,NA,3227,NA,NA,6331,45,13,0,0,688,219,1711,7098,3624,4511,NA,849,15.1,19.3,679,622,NA,679,3322,929,690,8.37,76,76,792,9,47,11.9,NA,629,0,285,4.5,1152,254,0.14,0.24,0.07,0.63,1,NA,NA,NA,NA,0.33,NA,NA,NA,NA,219,NA,1.2,2711,NA,NA,NA,178,0,80,23,1580,0.5,849,88,NA,0.21,NA,0.22,0,NA,0.12,0,36,0,0,0,21,0,0,NA,1680,70,45,0,19,47,68.4,18687,1044
H0750301,NA,NA,NA,NA,3,0.5,0,0,NA,0,0,37,0,0,32,0,0,0,0,NA,347,NA,34,40,53,NA,NA,0.1,0.1,NA,NA,0,0,45,8,NA,0.14,NA,0,NA,26,4,NA,0,NA,0,45,0.1,NA,0,0.03,NA,0.01,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,349,0,0.1,NA,0,1,NA,72,86.9,NA,7,NA,1.4,NA,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,12.3,NA,NA
C1700101,NA,817,66,927,16,1.6,0,0,NA,0,0,7724,0,0.3,11948,0,514,0,0,714,314,164,12215,7740,7281,NA,477,27.2,15.3,423,642,0,0,4101,1206,675,2.69,NA,0,399,43,1,66,0.2,621,0,473,7.3,1675,0,0.94,NA,0.1,0.37,7.6,NA,NA,NA,NA,5.37,NA,NA,NA,NA,331,1.3,2.4,2930,1.7,8.1,NA,246,12.2,NA,130,493,2,611,267,NA,3.15,NA,3.36,0,0,2.15,0.07,0,0,0,0,0,1070,0,NA,1730,0,0,389,0,0,43.7,13950,588
I0602101,NA,922,558,1853,29,1.1,0,14,218,0,0,524,0,0,936,0,0,0,0,1003,120,283,1005,553,677,NA,1035,2.2,23.5,728,799,0,68,518,135,813,7.22,15,15,973,8,51,16,0,788,0,349,0.7,1364,50,0.12,1.36,0.34,0.66,0.9,NA,NA,NA,NA,0.19,NA,NA,NA,NA,120,0,1.4,3283,0,NA,NA,228,0.2,89,25,1845,3.1,1105,0,NA,0.19,NA,0.19,0,NA,0,0,5,0,0,0,0,0,0,NA,2021,0,0,0,0,4,73,20946,1354
I0604101,NA,1706,482,1586,50,1,2,19,168,0,0,940,10,0,1953,0,2,0,0,849,130,241,2080,993,1106,NA,868,4.2,21.7,592,1099,0,115,876,202,779,3.4,16,16,858,8,75,13.6,0,678,0,276,1.1,1433,54,0.09,1.65,0.31,0.48,0.7,NA,NA,NA,NA,0.05,NA,NA,NA,NA,130,0,3.3,3047,0,NA,NA,166,0,78,22,1614,0.8,961,9,NA,0.04,NA,0.04,0,NA,0.01,0,5,0,0,0,0,0,0,NA,1881,0,3,0,0,2,75.6,20251,1407
K0200101,NA,350,448,963,136,1,5,78,238,0,0,1928,145,0,6079,600,6,0,0,583,187,215,6433,3213,4588,NA,457,14.4,13.1,250,295,0,303,3544,902,818,0,293,293,602,67,149,116.5,0,501,0,156,4.6,597,978,0.24,2.24,0.52,0.21,0,NA,NA,NA,NA,2.26,NA,NA,NA,0.26,187,0,1.7,1382,0,NA,NA,236,0.2,219,14,798,2.8,599,47,NA,1.55,NA,1.63,0.02,NA,0.67,0.01,34,0,0,0,13,4,0,NA,960,226,310,5,14,3,71.2,10553,498
B0400501,NA,57,14,77,16,1.1,0,0,13,0,0,66,0,0.9,15,0,7,0,14,83,134,12,15,82,261,NA,49,0.4,1.6,32,22,0.5,0,177,37,85,0.63,NA,0,69,39,45,12,1,42,0,331,0.3,51,0,0.05,NA,0.05,0.16,19.5,NA,NA,NA,NA,0.53,NA,NA,NA,0.128,138,3,0.2,143,5.4,2.2,NA,52,31.3,NA,24,86,0.5,62,0,NA,0.53,NA,0.53,0,0,0,0,0,0,0,0,0,0,0,NA,340,0,0,0,0,25,65.7,1309,74
B0400201,NA,72,19,101,16,1,0,6,13,0,0,81,0,0.6,28,0,7,0,8,98,130,16,28,97,205,NA,67,0.3,1.9,33,35,0.5,0,137,26,92,0.81,NA,1,84,17,85,19.5,0.9,59,0,354,0.2,70,11,0.05,NA,0.06,0.17,10.5,NA,NA,NA,NA,0.98,NA,NA,NA,0.144,133,2.7,0.2,171,4.8,1.6,NA,49,29.9,NA,21,98,0.6,89,0,NA,0.98,NA,0.98,0,7,0,0,0,0,0,0,0,0,0,NA,376,0,0,0,0,21,66.9,1578,86
O0700201,0,5,0,7,0,0.2,0,0,1,0,0,46,0,0,0,0,0,0,0,4,4,1,0,46,49,NA,2,0.1,0.2,1,0,0,0,30,19,3,1.43,0,0,2,2,16,0,0,2,0,60,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,0,0,0.031,4,0.5,NA,5,1,0,3,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,99,73,5
O0100401,0,9,0,10,12,0.4,0,5,0,31,0,52,0,2.9,45,0,0,0,21,8,47,1,51,64,185,NA,5,0.3,0.6,3,61,0,0,93,30,17,0,0,13,6,11,8,39.9,2.4,3,0,180,0.2,65,128,0.03,0,0,0,29.2,0,0,0,0,0.14,0,0,0,0.02,48,2.6,0,33,7.9,0.3,0.02,12,10.7,0,10,16,0,6,7,NA,0.14,NA,0.14,0,77,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,5,88.1,344,19
O0101301,0,3,0,3,0,0.2,0,9,0,0,0,32,0,6.6,16,0,11,91,0,2,51,2,108,32,62,NA,2,0.2,0.1,1,0,0,0,28,13,5,0,0,1,0,2,1,4.3,2.6,0,0,96,0.1,2,13,0,NA,0,0,26.1,0,0,0,0,0.19,0,0,0,0.028,51,1.9,0,14,11.1,0.1,0.024,7,12.2,NA,4,4,0,2,0,NA,0.19,NA,0.19,0,8,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,87.3,102,4
D0400101,0,NA,NA,NA,51,0.7,0,3,NA,0,0,1268,7,3.6,245,0,7,0,0,NA,55,NA,257,1319,331,NA,NA,1.9,2.2,NA,NA,0,8,249,50,NA,0.9,NA,162,NA,5,2,NA,3.8,NA,0,200,0.3,NA,1617,0,NA,0.1,NA,32,0,0,0,0,NA,0,0,0,NA,64,2.4,0.7,NA,9.7,5.3,NA,50,11.2,NA,27,NA,0.7,NA,3,NA,NA,40,NA,NA,950,NA,NA,3,0,0,0,0,14,0,0,NA,0,0,6,0,0,84,NA,NA
R4400101,0,25,1,30,64,1.3,21,10,0,0,0,52,11,2.3,21,0,7,0,0,19,57,9,43,116,129,NA,18,0.3,0.9,14,32,0,0,86,17,32,0,0,20,23,25,330,10.8,2.7,11,0,132,0.1,49,198,0,NA,0,0,11.3,0,0,0,0,0.12,51.71,0,0,0.015,59,6.1,0,142,11.2,0.8,0.09,16,13.1,NA,9,36,0,27,1,NA,0.11,NA,0.11,0,119,0.01,0,0,0,0,0,0,4,0,0,73,0,0,7,0,0,84.4,582,42
R4400201,0,65,0,84,379,1.8,0,5,0,0,0,2860,4,2.9,1481,0,23,0,0,55,108,14,1496,3239,948,NA,47,5.7,2.4,27,43,0,6,626,263,71,0.6,0,125,55,44,497,13.4,2.6,37,0,248,0.9,114,1245,0.04,NA,0,0.08,2.3,0,0,0,0,4.22,65.48,1.18,1.38,0.056,111,0.8,0,1093,6.3,1.7,0.162,45,12.5,NA,16,74,0.6,64,9,NA,0,NA,0.38,0,747,3.55,0.67,5,0,0,0,0,18,0,48.84,147,0,0,7,0,0,77.6,2092,102
